,property_type,operation_type,created_on,lat,lon,l2,bathrooms,price,surface,rooms_bedrooms,month,year
274823,Apartamento,Venta,2021-04-06,6.2095101,-75.5728178,Antioquia,2.0,325000000.0,,1.0,4,2021
274834,Apartamento,Venta,2021-04-06,4.7266333,-74.0384903,Cundinamarca,2.0,350000000.0,,3.0,4,2021
274835,Apartamento,Venta,2021-04-06,4.6966258,-74.0393727,Cundinamarca,2.0,550000000.0,,2.0,4,2021
274836,Apartamento,Venta,2021-04-06,4.705292,-74.0423896,Cundinamarca,2.0,640000000.0,,2.0,4,2021
274838,Apartamento,Venta,2021-04-06,4.727,-74.042,Cundinamarca,2.0,540000000.0,96.0,3.0,4,2021
274839,Apartamento,Venta,2021-04-06,4.726,-74.042,Cundinamarca,2.0,297500000.0,,1.0,4,2021
274841,Apartamento,Venta,2021-04-06,4.7694183,-74.0330359,Cundinamarca,2.0,232000000.0,,3.0,4,2021
274843,Apartamento,Venta,2021-04-06,4.696027,-74.0339535,Cundinamarca,2.0,679000000.0,,3.0,4,2021
274846,Apartamento,Venta,2021-04-06,4.708,-74.03,Cundinamarca,2.0,420000000.0,,2.0,4,2021
274851,Apartamento,Venta,2021-04-06,4.705292,-74.0423896,Cundinamarca,2.0,1400000000.0,,2.0,4,2021
274852,Apartamento,Venta,2021-04-06,4.721,-74.041,Cundinamarca,2.0,430000000.0,,2.0,4,2021
274857,Apartamento,Venta,2021-04-06,4.722,-74.027,Cundinamarca,2.0,400000000.0,,2.0,4,2021
274859,Apartamento,Venta,2021-04-06,4.696,-74.036,Cundinamarca,2.0,490000000.0,,3.0,4,2021
274860,Apartamento,Venta,2021-04-06,4.696,-74.036,Cundinamarca,2.0,490000000.0,,3.0,4,2021
274862,Apartamento,Venta,2021-04-06,4.697,-74.036,Cundinamarca,2.0,450000000.0,,2.0,4,2021
274882,Apartamento,Venta,2021-04-06,4.683411,-74.0494297,Cundinamarca,2.0,675000000.0,,3.0,4,2021
274883,Apartamento,Venta,2021-04-06,4.6299371,-74.0943648,Cundinamarca,2.0,620000000.0,,2.0,4,2021
274885,Apartamento,Venta,2021-04-06,4.6653791,-74.0467557,Cundinamarca,2.0,1150000138.0,,1.0,4,2021
274886,Apartamento,Venta,2021-04-06,4.6568646,-74.0480394,Cundinamarca,2.0,611374605.0,,1.0,4,2021
274901,Apartamento,Venta,2021-04-06,4.6413354,-74.0783089,Cundinamarca,2.0,400000000.0,,4.0,4,2021
274908,Apartamento,Venta,2021-04-06,4.66,-74.06,Cundinamarca,2.0,330000000.0,,3.0,4,2021
274911,Apartamento,Venta,2021-04-06,4.679,-74.055,Cundinamarca,2.0,550000000.0,,2.0,4,2021
274928,Casa,Venta,2021-04-06,4.7576999,-74.1019881,Cundinamarca,2.0,155000000.0,,3.0,4,2021
274929,Casa,Venta,2021-04-06,4.757,-74.109,Cundinamarca,2.0,200000000.0,53.0,3.0,4,2021
274943,Apartamento,Venta,2021-04-06,4.709,-74.061,Cundinamarca,2.0,455000000.0,,3.0,4,2021
274944,Apartamento,Venta,2021-04-06,4.728,-74.052,Cundinamarca,2.0,265000000.0,44.0,2.0,4,2021
274951,Apartamento,Venta,2021-04-06,4.768,-74.05,Cundinamarca,2.0,225000000.0,59.0,3.0,4,2021
274953,Casa,Venta,2021-04-06,4.607,-74.167,Cundinamarca,2.0,159900000.0,81.0,4.0,4,2021
274954,Casa,Venta,2021-04-06,4.6112601,-74.1549988,Cundinamarca,2.0,180000000.0,,3.0,4,2021
274955,Casa,Venta,2021-04-06,4.6047283793,-74.1365307212,Cundinamarca,2.0,260000000.0,,4.0,4,2021
274961,Apartamento,Venta,2021-04-06,4.6514495,-74.1698116,Cundinamarca,2.0,137500000.0,,3.0,4,2021
274968,Apartamento,Venta,2021-04-06,4.623558,-74.1258113,Cundinamarca,2.0,326000000.0,,3.0,4,2021
274969,Apartamento,Venta,2021-04-06,4.6052839,-74.1820745,Cundinamarca,2.0,140000000.0,,3.0,4,2021
274971,Casa,Venta,2021-04-06,7.899,-72.498,Norte de Santander,3.0,430000000.0,,4.0,4,2021
274972,Casa,Venta,2021-04-06,6.0835095714,-75.4951452443,Antioquia,3.0,1350000000.0,,2.0,4,2021
274973,Casa,Venta,2021-04-06,4.57,-74.584,Cundinamarca,3.0,750000000.0,,3.0,4,2021
274976,Casa,Venta,2021-04-06,4.837,-75.673,Risaralda,3.0,270000000.0,,4.0,4,2021
274978,Casa,Venta,2021-04-06,7.898,-72.491,Norte de Santander,3.0,560000000.0,300.0,4.0,4,2021
274979,Casa,Venta,2021-04-06,4.815367,-75.7195258,Risaralda,3.0,450000000.0,,3.0,4,2021
274980,Casa,Venta,2021-04-06,4.827,-75.673,Risaralda,3.0,190000000.0,,3.0,4,2021
274982,Casa,Venta,2021-04-06,3.394,-76.515,Valle del Cauca,3.0,365000000.0,90.0,4.0,4,2021
274983,Casa,Venta,2021-04-06,3.4226263135,-76.5510701805,Valle del Cauca,3.0,270000000.0,,3.0,4,2021
274986,Casa,Venta,2021-04-06,3.4226263135,-76.5510701805,Valle del Cauca,3.0,270000000.0,,3.0,4,2021
274987,Casa,Venta,2021-04-06,3.48,-76.513,Valle del Cauca,3.0,495000000.0,175.0,5.0,4,2021
274988,Casa,Venta,2021-04-06,3.464,-76.505,Valle del Cauca,3.0,240000000.0,,3.0,4,2021
274989,Casa,Venta,2021-04-06,3.3897472,-76.5518867,Valle del Cauca,3.0,350000000.0,,6.0,4,2021
274990,Casa,Venta,2021-04-06,3.3897472,-76.5518867,Valle del Cauca,3.0,370000000.0,,6.0,4,2021
274992,Casa,Venta,2021-04-06,4.87747264,-74.0335836999,Cundinamarca,3.0,1020000000.0,,4.0,4,2021
274993,Casa,Venta,2021-04-06,3.399,-76.5,Valle del Cauca,3.0,470000000.0,8588.0,5.0,4,2021
274995,Casa,Venta,2021-04-06,1.2058837,-77.285787,Nariño,3.0,460000000.0,,5.0,4,2021
274996,Casa,Venta,2021-04-06,7.0803339,-73.171039,Santander,3.0,219000000.0,,5.0,4,2021
275000,Casa,Venta,2021-04-06,6.0304105,-75.4313293,Antioquia,3.0,1100000000.0,,4.0,4,2021
275008,Casa,Venta,2021-04-06,6.1531133107,-75.5327177698,Antioquia,3.0,1500000000.0,,3.0,4,2021
275013,Casa,Venta,2021-04-06,2.4731839045,-76.5742230741,Cauca,3.0,510000000.0,,3.0,4,2021
275015,Casa,Venta,2021-04-06,5.0325763,-75.4632006,Caldas,3.0,350000000.0,,5.0,4,2021
275041,Casa,Venta,2021-04-06,7.858,-72.503,Norte de Santander,3.0,190000000.0,78.0,3.0,4,2021
275042,Casa,Venta,2021-04-06,7.0847722,-73.1071932,Santander,3.0,389000000.0,,4.0,4,2021
275044,Casa,Venta,2021-04-06,7.0944337,-73.1364357,Santander,3.0,347000000.0,,4.0,4,2021
275049,Casa,Venta,2021-04-06,11.014,-74.806,Atlántico,3.0,550000000.0,370.0,5.0,4,2021
275050,Casa,Venta,2021-04-06,11.007,-74.825,Atlántico,3.0,850000000.0,,4.0,4,2021
275053,Casa,Venta,2021-04-06,10.971,-74.787,Atlántico,3.0,160000000.0,,3.0,4,2021
275056,Casa,Venta,2021-04-06,4.1067886,-73.63611,Meta,3.0,270000000.0,,6.0,4,2021
275071,Apartamento,Venta,2021-04-06,7.936,-72.496,Norte de Santander,3.0,280000000.0,135.0,3.0,4,2021
275075,Apartamento,Venta,2021-04-06,7.892,-72.491,Norte de Santander,3.0,150000000.0,,3.0,4,2021
275079,Apartamento,Venta,2021-04-06,3.394,-76.537,Valle del Cauca,3.0,385000000.0,,4.0,4,2021
275083,Apartamento,Venta,2021-04-06,3.437,-76.548,Valle del Cauca,3.0,310000000.0,190.0,3.0,4,2021
275096,Apartamento,Venta,2021-04-06,6.1363666163,-75.5542635889,Antioquia,3.0,455000000.0,,2.0,4,2021
275097,Apartamento,Venta,2021-04-06,10.4101185,-75.5505696,Bolívar,3.0,780000000.0,,3.0,4,2021
275104,Apartamento,Venta,2021-04-06,5.09774,-75.46575,Caldas,3.0,379000000.0,,3.0,4,2021
275192,Apartamento,Venta,2021-04-06,7.0912806,-73.1100163,Santander,3.0,295000000.0,,4.0,4,2021
275193,Apartamento,Venta,2021-04-06,11.0236747,-74.8609472,Atlántico,3.0,320000000.0,,3.0,4,2021
275198,Apartamento,Venta,2021-04-06,11.004,-74.81,Atlántico,3.0,630000000.0,250.0,3.0,4,2021
275199,Apartamento,Venta,2021-04-06,11.012,-74.821,Atlántico,3.0,490000000.0,140.0,3.0,4,2021
275203,Casa,Venta,2021-04-06,3.37085,-76.52066,Valle del Cauca,3.0,260000000.0,,3.0,4,2021
275204,Apartamento,Venta,2021-04-06,3.3644194108,-76.5228445209,Valle del Cauca,3.0,260000000.0,,3.0,4,2021
275205,Apartamento,Venta,2021-04-06,3.3644194108,-76.5228445209,Valle del Cauca,3.0,260000000.0,,3.0,4,2021
275206,Casa,Venta,2021-04-06,6.2111995,-75.5982571,Antioquia,3.0,475000000.0,,4.0,4,2021
275207,Apartamento,Venta,2021-04-06,6.229,-75.605,Antioquia,3.0,270000000.0,,3.0,4,2021
275208,Apartamento,Venta,2021-04-06,11.0137945,-74.8181023,Atlántico,3.0,654612000.0,,3.0,4,2021
275209,Apartamento,Venta,2021-04-06,11.0137945,-74.8181023,Atlántico,3.0,591250000.0,,3.0,4,2021
275211,Apartamento,Venta,2021-04-06,3.4889633626,-76.5120529454,Valle del Cauca,3.0,235000000.0,,3.0,4,2021
275222,Casa,Venta,2021-04-06,6.1955805,-75.5698808,Antioquia,3.0,1300000000.0,,3.0,4,2021
275228,Apartamento,Venta,2021-04-06,6.2082622,-75.5632002,Antioquia,3.0,655000000.0,,2.0,4,2021
275243,Apartamento,Venta,2021-04-06,6.1955805,-75.5698808,Antioquia,3.0,460000000.0,,3.0,4,2021
275247,Apartamento,Venta,2021-04-06,6.2040342,-75.5554861,Antioquia,3.0,1250000000.0,,3.0,4,2021
275252,Casa,Venta,2021-04-06,4.72,-74.03,Cundinamarca,3.0,1100000000.0,,3.0,4,2021
275258,Apartamento,Venta,2021-04-06,4.701,-74.031,Cundinamarca,3.0,1250000000.0,,3.0,4,2021
275262,Apartamento,Venta,2021-04-06,4.6907538,-74.0555385,Cundinamarca,3.0,950000000.0,,2.0,4,2021
275263,Apartamento,Venta,2021-04-06,4.691,-74.053,Cundinamarca,3.0,650000000.0,,2.0,4,2021
275265,Apartamento,Venta,2021-04-06,4.6991456,-74.0400521,Cundinamarca,3.0,1000000000.0,,3.0,4,2021
275266,Apartamento,Venta,2021-04-06,4.698,-74.04,Cundinamarca,3.0,730000000.0,,3.0,4,2021
275267,Apartamento,Venta,2021-04-06,4.6987535,-74.0322155,Cundinamarca,3.0,520000000.0,,3.0,4,2021
275269,Apartamento,Venta,2021-04-06,4.704,-74.032,Cundinamarca,3.0,565000000.0,,3.0,4,2021
275271,Apartamento,Venta,2021-04-06,4.689,-74.051,Cundinamarca,3.0,1500000000.0,,3.0,4,2021
275273,Apartamento,Venta,2021-04-06,4.695,-74.055,Cundinamarca,3.0,770000000.0,,3.0,4,2021
275277,Apartamento,Venta,2021-04-06,4.723,-74.04,Cundinamarca,3.0,500000000.0,,3.0,4,2021
275278,Apartamento,Venta,2021-04-06,4.7,-74.042,Cundinamarca,3.0,900000000.0,,3.0,4,2021
275283,Apartamento,Venta,2021-04-06,4.6935567286,-74.0481972926,Cundinamarca,3.0,765000000.0,,2.0,4,2021
275284,Apartamento,Venta,2021-04-06,4.696,-74.042,Cundinamarca,3.0,650000000.0,,2.0,4,2021
275293,Apartamento,Venta,2021-04-06,3.429,-76.549,Valle del Cauca,3.0,350000000.0,,2.0,4,2021
275296,Casa,Venta,2021-04-06,4.632,-74.069,Cundinamarca,3.0,1500000000.0,,6.0,4,2021
275298,Apartamento,Venta,2021-04-06,4.674,-74.057,Cundinamarca,3.0,1550000000.0,,3.0,4,2021
275299,Apartamento,Venta,2021-04-06,4.675,-74.051,Cundinamarca,3.0,1050000000.0,,2.0,4,2021
275300,Apartamento,Venta,2021-04-06,4.6859317,-74.0435277,Cundinamarca,3.0,490000000.0,,3.0,4,2021
275301,Apartamento,Venta,2021-04-06,4.6653791,-74.0467557,Cundinamarca,3.0,1995000046.0,,2.0,4,2021
275302,Apartamento,Venta,2021-04-06,4.673128,-74.045621,Cundinamarca,3.0,1200000000.0,,3.0,4,2021
275306,Apartamento,Venta,2021-04-06,4.67,-74.044,Cundinamarca,3.0,1300000000.0,,2.0,4,2021
275307,Apartamento,Venta,2021-04-06,4.684,-74.052,Cundinamarca,3.0,1350000000.0,,3.0,4,2021
275312,Apartamento,Venta,2021-04-06,4.658,-74.045,Cundinamarca,3.0,1380000000.0,118.0,2.0,4,2021
275313,Apartamento,Venta,2021-04-06,4.65,-74.049,Cundinamarca,3.0,990000000.0,150.0,3.0,4,2021
275314,Apartamento,Venta,2021-04-06,4.6653972,-74.0470355,Cundinamarca,3.0,1831000000.0,,2.0,4,2021
275316,Casa,Venta,2021-04-06,4.665,-74.124,Cundinamarca,3.0,1300000000.0,,5.0,4,2021
275320,Apartamento,Venta,2021-04-06,4.6610626,-74.1173019,Cundinamarca,3.0,460000000.0,,3.0,4,2021
275322,Casa,Venta,2021-04-06,4.698,-74.071,Cundinamarca,3.0,1550000000.0,264.0,4.0,4,2021
275324,Apartamento,Venta,2021-04-06,4.6956676,-74.0624518,Cundinamarca,3.0,550000000.0,,3.0,4,2021
275326,Casa,Venta,2021-04-06,4.6482165,-74.1469631,Cundinamarca,3.0,293000000.0,,3.0,4,2021
275328,Casa,Venta,2021-04-06,4.8,-75.685,Risaralda,4.0,750000000.0,,3.0,4,2021
275330,Casa,Venta,2021-04-06,3.4793096,-76.5300365,Valle del Cauca,4.0,520000000.0,,4.0,4,2021
275331,Casa,Venta,2021-04-06,3.422,-76.514,Valle del Cauca,4.0,320000000.0,,4.0,4,2021
275332,Casa,Venta,2021-04-06,3.483,-76.518,Valle del Cauca,4.0,360000000.0,,5.0,4,2021
275333,Casa,Venta,2021-04-06,3.35,-76.54,Valle del Cauca,4.0,1600000000.0,,3.0,4,2021
275345,Casa,Venta,2021-04-06,4.4335987,-75.2065592,Tolima,4.0,270000000.0,,5.0,4,2021
275347,Casa,Venta,2021-04-06,6.1688739,-75.5684326,Antioquia,4.0,1295000000.0,,3.0,4,2021
275349,Casa,Venta,2021-04-06,6.1677752277,-75.5689904995,Antioquia,4.0,1230000000.0,,3.0,4,2021
275355,Casa,Venta,2021-04-06,4.298131,-74.8007468,Cundinamarca,4.0,1200000000.0,,6.0,4,2021
275358,Casa,Venta,2021-04-06,2.4608735383,-76.5959169947,Cauca,4.0,640000000.0,,5.0,4,2021
275359,Casa,Venta,2021-04-06,10.4149488,-75.5356743,Bolívar,4.0,900000000.0,,4.0,4,2021
275393,Apartamento,Venta,2021-04-06,4.117,-76.1,Valle del Cauca,4.0,570000000.0,,4.0,4,2021
275395,Apartamento,Venta,2021-04-06,3.4269702,-76.5690519,Valle del Cauca,4.0,540000000.0,,3.0,4,2021
275396,Apartamento,Venta,2021-04-06,3.4531806,-76.5440765,Valle del Cauca,4.0,1200000000.0,,3.0,4,2021
275399,Apartamento,Venta,2021-04-06,6.1339771216,-75.5540919275,Antioquia,4.0,780000000.0,,3.0,4,2021
275442,Apartamento,Venta,2021-04-06,4.351,-74.398,Cundinamarca,4.0,680000000.0,190.0,3.0,4,2021
275445,Apartamento,Venta,2021-04-06,3.487,-76.526,Valle del Cauca,4.0,470000000.0,112.0,4.0,4,2021
275448,Casa,Venta,2021-04-06,6.2040342,-75.5554861,Antioquia,4.0,1250000000.0,,3.0,4,2021
275455,Apartamento,Venta,2021-04-06,6.2040342,-75.5554861,Antioquia,4.0,1650000000.0,,3.0,4,2021
275456,Apartamento,Venta,2021-04-06,6.2040342,-75.5554861,Antioquia,4.0,1180000000.0,,4.0,4,2021
275457,Apartamento,Venta,2021-04-06,6.2118716,-75.5580606,Antioquia,4.0,950000000.0,,3.0,4,2021
275461,Casa,Venta,2021-04-06,4.737,-74.045,Cundinamarca,4.0,950000000.0,230.0,6.0,4,2021
275467,Apartamento,Venta,2021-04-06,4.687,-74.052,Cundinamarca,4.0,1150000000.0,,3.0,4,2021
275469,Apartamento,Venta,2021-04-06,4.708,-74.04,Cundinamarca,4.0,770000000.0,,3.0,4,2021
275470,Apartamento,Venta,2021-04-06,4.7,-74.051,Cundinamarca,4.0,730000000.0,,3.0,4,2021
275471,Apartamento,Venta,2021-04-06,4.6935995,-74.0484977,Cundinamarca,4.0,1600000000.0,,2.0,4,2021
275472,Apartamento,Venta,2021-04-06,4.7,-74.028,Cundinamarca,4.0,1300000000.0,,3.0,4,2021
275473,Apartamento,Venta,2021-04-06,4.686,-74.03,Cundinamarca,4.0,1760000000.0,,3.0,4,2021
275474,Casa,Venta,2021-04-06,6.2655054,-75.5999075,Antioquia,4.0,750000000.0,,6.0,4,2021
275475,Casa,Venta,2021-04-06,3.362,-76.54,Valle del Cauca,4.0,849000000.0,,3.0,4,2021
275476,Casa,Venta,2021-04-06,4.67,-74.016,Cundinamarca,4.0,1300000000.0,,4.0,4,2021
275478,Apartamento,Venta,2021-04-06,4.668,-74.047,Cundinamarca,4.0,1350000000.0,,3.0,4,2021
275488,Apartamento,Venta,2021-04-06,4.6538621,-74.1137188,Cundinamarca,4.0,850000000.0,,4.0,4,2021
275491,Apartamento,Venta,2021-04-06,4.715,-74.079,Cundinamarca,4.0,990000000.0,,3.0,4,2021
275493,Apartamento,Venta,2021-04-06,4.7422047,-74.0551648,Cundinamarca,4.0,710000000.0,,3.0,4,2021
275497,Casa,Venta,2021-04-06,7.898,-72.491,Norte de Santander,5.0,550000000.0,,5.0,4,2021
275498,Casa,Venta,2021-04-06,4.7971199,-75.69065,Risaralda,5.0,563603040.0,,4.0,4,2021
275500,Casa,Venta,2021-04-06,7.866,-72.497,Norte de Santander,5.0,1000000000.0,,6.0,4,2021
275504,Casa,Venta,2021-04-06,4.853,-74.07,Cundinamarca,5.0,704000000.0,340.0,4.0,4,2021
275507,Casa,Venta,2021-04-06,2.935429,-75.218328,Huila,5.0,1000000000.0,,4.0,4,2021
275508,Casa,Venta,2021-04-06,4.089869,-76.1914991,Valle del Cauca,5.0,230000000.0,,3.0,4,2021
275509,Casa,Venta,2021-04-06,3.5123118833,-76.2967916555,Valle del Cauca,5.0,360000000.0,,4.0,4,2021
275511,Casa,Venta,2021-04-06,3.2711039081,-76.5800083953,Valle del Cauca,5.0,1050000000.0,,5.0,4,2021
275528,Casa,Venta,2021-04-06,7.604,-72.601,Norte de Santander,5.0,480000000.0,1030.0,6.0,4,2021
275556,Apartamento,Venta,2021-04-06,11.0131404,-74.8276712,Atlántico,5.0,1250000000.0,,4.0,4,2021
275558,Casa,Venta,2021-04-06,3.383,-76.531,Valle del Cauca,5.0,750000000.0,,4.0,4,2021
275563,Apartamento,Venta,2021-04-06,6.1955805,-75.5698808,Antioquia,5.0,1430000000.0,,3.0,4,2021
275564,Casa,Venta,2021-04-06,4.709,-74.051,Cundinamarca,5.0,1060000000.0,,3.0,4,2021
275566,Apartamento,Venta,2021-04-06,4.692,-74.049,Cundinamarca,5.0,1200000000.0,220.0,4.0,4,2021
275567,Apartamento,Venta,2021-04-06,4.7,-74.028,Cundinamarca,5.0,1295000000.0,,3.0,4,2021
275569,Casa,Venta,2021-04-06,4.658,-74.073,Cundinamarca,5.0,1200000000.0,,5.0,4,2021
275573,Casa,Venta,2021-04-06,4.7032789,-74.0604989,Cundinamarca,5.0,750000000.0,,3.0,4,2021
275579,Casa,Venta,2021-04-06,5.8323598552,-73.0329273,Boyacá,6.0,550000000.0,,8.0,4,2021
275583,Casa,Venta,2021-04-06,10.3454946,-75.4336065,Bolívar,6.0,800000000.0,,5.0,4,2021
275600,Apartamento,Venta,2021-04-06,4.47,-74.124,Cundinamarca,6.0,2050000000.0,,4.0,4,2021
275610,Casa,Venta,2021-04-06,4.6395037,-74.1401447,Cundinamarca,6.0,920000000.0,,4.0,4,2021
276399,Casa,Venta,2021-01-22,4.578482979,-74.2001429603,Cundinamarca,1.0,150000000.0,,2.0,1,2021
276400,Casa,Venta,2021-01-22,4.5774990751,-74.2011300132,Cundinamarca,1.0,200000000.0,,3.0,1,2021
276438,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,1.0,140000000.0,,2.0,1,2021
276480,Casa,Venta,2021-01-22,2.451,-76.629,Cauca,1.0,180000000.0,,3.0,1,2021
276481,Apartamento,Venta,2021-01-22,2.479,-76.583,Cauca,1.0,180000000.0,,2.0,1,2021
276495,Apartamento,Venta,2021-01-22,2.4514848,-76.5949021,Cauca,1.0,155000000.0,,3.0,1,2021
276502,Apartamento,Venta,2021-01-22,2.468,-76.595,Cauca,1.0,120000000.0,,1.0,1,2021
276505,Apartamento,Venta,2021-01-22,2.479,-76.583,Cauca,1.0,150000000.0,,2.0,1,2021
276513,Apartamento,Venta,2021-01-22,2.468,-76.594,Cauca,1.0,125000000.0,,1.0,1,2021
276522,Apartamento,Venta,2021-01-22,6.1328943113,-75.6192590229,Antioquia,1.0,143000000.0,,3.0,1,2021
276535,Casa,Venta,2021-01-22,5.052,-75.498,Caldas,1.0,135000000.0,,3.0,1,2021
276544,Casa,Venta,2021-01-22,5.052,-75.498,Caldas,1.0,165000000.0,,3.0,1,2021
276555,Apartamento,Venta,2021-01-22,5.048,-75.527,Caldas,1.0,145000000.0,,3.0,1,2021
276560,Apartamento,Venta,2021-01-22,5.085,-75.527,Caldas,1.0,148000000.0,,2.0,1,2021
276563,Apartamento,Venta,2021-01-22,5.085,-75.527,Caldas,1.0,140000000.0,,2.0,1,2021
276566,Apartamento,Venta,2021-01-22,5.06,-75.509,Caldas,1.0,140000000.0,,3.0,1,2021
276587,Apartamento,Venta,2021-01-22,5.068,-75.517,Caldas,1.0,170000000.0,,2.0,1,2021
276592,Apartamento,Venta,2021-01-22,5.068,-75.517,Caldas,1.0,150000000.0,,1.0,1,2021
276594,Apartamento,Venta,2021-01-22,6.2468702,-75.5582376,Antioquia,1.0,120000000.0,,1.0,1,2021
276698,Apartamento,Venta,2021-01-22,6.2589931,-75.609055,Antioquia,1.0,225000000.0,,2.0,1,2021
276726,Apartamento,Venta,2021-01-22,6.2178165,-75.5698267,Antioquia,1.0,398000000.0,,3.0,1,2021
276843,Apartamento,Venta,2021-01-22,6.3083185,-75.5618762,Antioquia,1.0,155000000.0,,3.0,1,2021
276888,Apartamento,Venta,2021-01-22,4.6112601,-74.1549988,Cundinamarca,1.0,150000000.0,,3.0,1,2021
276905,Apartamento,Venta,2021-01-22,4.5748553,-74.1378716,Cundinamarca,1.0,180000000.0,,3.0,1,2021
276907,Apartamento,Venta,2021-01-22,4.6433973,-74.1407752,Cundinamarca,1.0,140000000.0,,2.0,1,2021
276913,Apartamento,Venta,2021-01-22,4.605778,-74.0697455,Cundinamarca,1.0,160000000.0,,1.0,1,2021
276915,Casa,Venta,2021-01-22,4.7455761,-74.1225249,Cundinamarca,1.0,130000000.0,,2.0,1,2021
277078,Casa,Venta,2021-01-22,11.0061675,-74.8238455,Atlántico,1.0,640744013.0,,3.0,1,2021
277088,Casa,Venta,2021-01-22,10.931,-74.806,Atlántico,1.0,165000000.0,,3.0,1,2021
277089,Apartamento,Venta,2021-01-22,10.991,-74.826,Atlántico,1.0,155000000.0,,2.0,1,2021
277116,Casa,Venta,2021-01-22,6.079,-75.333,Antioquia,2.0,230000000.0,,3.0,1,2021
277169,Apartamento,Venta,2021-01-22,3.375135877,-76.5205699184,Valle del Cauca,2.0,165000000.0,,2.0,1,2021
277176,Apartamento,Venta,2021-01-22,3.407442,-76.5532037,Valle del Cauca,2.0,550000000.0,,2.0,1,2021
277210,Apartamento,Venta,2021-01-22,3.37085,-76.52066,Valle del Cauca,2.0,260000000.0,,3.0,1,2021
277226,Apartamento,Venta,2021-01-22,3.3956865,-76.5300365,Valle del Cauca,2.0,295000000.0,,3.0,1,2021
277230,Apartamento,Venta,2021-01-22,3.37085,-76.52066,Valle del Cauca,2.0,150000000.0,,3.0,1,2021
277322,Casa,Venta,2021-01-22,4.5827227,-74.2117465,Cundinamarca,2.0,165000000.0,,3.0,1,2021
277346,Casa,Venta,2021-01-22,7.8890971,-72.4966896,Norte de Santander,2.0,200000000.0,,3.0,1,2021
277347,Casa,Venta,2021-01-22,7.8890971,-72.4966896,Norte de Santander,2.0,230000000.0,,3.0,1,2021
277387,Apartamento,Venta,2021-01-22,6.035,-75.433,Antioquia,2.0,220000000.0,,3.0,1,2021
277392,Apartamento,Venta,2021-01-22,6.035,-75.433,Antioquia,2.0,141000000.0,,2.0,1,2021
277396,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,145000000.0,,4.0,1,2021
277401,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,140000000.0,,3.0,1,2021
277402,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,160000000.0,,3.0,1,2021
277405,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,150000000.0,,4.0,1,2021
277410,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,185000000.0,,3.0,1,2021
277412,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,215000000.0,,3.0,1,2021
277416,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,179000000.0,,4.0,1,2021
277418,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,250000000.0,,3.0,1,2021
277422,Apartamento,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,250000000.0,,3.0,1,2021
277424,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,250000000.0,,4.0,1,2021
277427,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,190000000.0,,3.0,1,2021
277429,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,133000000.0,,3.0,1,2021
277431,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,168000000.0,,3.0,1,2021
277437,Casa,Venta,2021-01-22,3.533,-76.299,Valle del Cauca,2.0,165000000.0,,3.0,1,2021
277524,Casa,Venta,2021-01-22,4.852438418,-74.2647918135,Cundinamarca,2.0,170000000.0,,3.0,1,2021
277531,Apartamento,Venta,2021-01-22,6.153,-75.577,Antioquia,2.0,295000000.0,,2.0,1,2021
277545,Apartamento,Venta,2021-01-22,6.163,-75.589,Antioquia,2.0,500000000.0,,3.0,1,2021
277548,Apartamento,Venta,2021-01-22,6.157,-75.59,Antioquia,2.0,340000000.0,,3.0,1,2021
277591,Apartamento,Venta,2021-01-22,3.2551549158,-76.556151953,Valle del Cauca,2.0,320000000.0,,3.0,1,2021
277618,Casa,Venta,2021-01-22,2.472,-76.575,Cauca,2.0,290000000.0,,3.0,1,2021
277623,Casa,Venta,2021-01-22,2.476,-76.56,Cauca,2.0,165000000.0,,3.0,1,2021
277626,Apartamento,Venta,2021-01-22,2.445,-76.622,Cauca,2.0,145000000.0,,3.0,1,2021
277630,Apartamento,Venta,2021-01-22,2.445,-76.623,Cauca,2.0,145000000.0,,3.0,1,2021
277635,Apartamento,Venta,2021-01-22,2.481,-76.573,Cauca,2.0,180000000.0,,3.0,1,2021
277636,Apartamento,Venta,2021-01-22,2.467,-76.591,Cauca,2.0,281290000.0,,3.0,1,2021
277637,Apartamento,Venta,2021-01-22,2.445,-76.622,Cauca,2.0,145000000.0,,3.0,1,2021
277639,Apartamento,Venta,2021-01-22,2.465,-76.591,Cauca,2.0,175000000.0,,2.0,1,2021
